Food_Name,Category_ID,Raw_Weight_g,Cooking_Method,Fat_Added_tbsp,Raw_Calories,Raw_Fat_g,Target_Final_Weight_g,Target_Final_Calories
"Carrots, frozen, cooked, boiled, drained, without salt",11,100,Roast,0,37,0,82.2,35
"Cassava, raw",11,100,Boil,0,160,0,104.7,153.7
"Cauliflower, raw",11,100,Boil,0,25,0,110,26
"Celeriac, cooked, boiled, drained, without salt",11,100,Fry,1,27,0,94.8,157.4
"Celery, raw",11,100,Roast,0,14,0,77,13.8
"Celery, cooked, boiled, drained, without salt",11,100,Roast,1,18,0,93,135.3
"Celtuce, raw",11,100,Roast,0,18,0,82.2,18.7
"Chard, swiss, raw",11,100,Fry,0,19,0,84.2,20.1
"Chicory greens, raw",11,100,Steam,0,23,0,97.3,22.1
"Chicory roots, raw",11,100,Boil,0,72,0,108,71.7
"Chives, raw",11,100,Roast,1,30,0,93.9,159.3
"Chrysanthemum, garland, raw",11,100,Fry,0,24,0,81.8,20.3
"Collards, frozen, chopped, cooked, boiled, drained, without salt",11,100,Boil,0,36,0,105.4,36
"Coriander (cilantro) leaves, raw",11,100,Steam,0,23,0,101,21.8
"Corn, sweet, yellow, raw",11,100,Steam,0,86,0,97.6,91
"Corn, sweet, yellow, cooked, boiled, drained, without salt",11,100,Roast,0,96,0,79,98.4
"Onions, raw",11,100,Fry,1,40,0,103.3,179.9
"Onions, cooked, boiled, drained, without salt",11,100,Boil,0,44,0,109,38.9
"Onions, dehydrated flakes",11,100,Roast,2,349,0,111.7,536.2
"Onions, canned, solids and liquids",11,100,Roast,2,19,0,108.4,295.4
"Onions, yellow, sauteed",11,100,Boil,0,123,0,108.2,123.9
"Onions, spring or scallions (includes tops and bulb), raw",11,100,Fry,2,32,0,118.6,267.2
"Onions, young green, tops only",11,100,Boil,0,27,0,106,22.9
"Onions, welsh, raw",11,100,Roast,0,34,0,83.3,33.4
"Onions, sweet, raw",11,100,Boil,0,32,0,107.6,29.9
"Parsnips, cooked, boiled, drained, without salt",11,100,Steam,0,71,0,98.6,60.1
"Peas, edible-podded, raw",11,100,Steam,0,42,0,99.9,40.6
"Peas, edible-podded, boiled, drained, without salt",11,100,Roast,2,42,0,111.1,304.7
"Peas, edible-podded, frozen, unprepared",11,100,Fry,0,42,0,85.1,41.3
"Peas, green (includes baby and lesuer types), canned, drained solids, unprepared",11,100,Roast,2,68,0,107.8,320.6
"Peas, green, canned, seasoned, solids and liquids",11,100,Boil,0,50,0,107.2,51.4
"Peas, green, canned, drained solids, rinsed in tap water",11,100,Roast,0,71,0,83.1,70.6
"Peas, green, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",11,100,Steam,0,77,0,99.3,68.9
"Peas, green, frozen, cooked, boiled, drained, without salt",11,100,Roast,1,78,0,97.9,192.2
"Peas and carrots, frozen, cooked, boiled, drained, without salt",11,100,Roast,1,48,0,92.7,188.8
"Peas and onions, canned, solids and liquids",11,100,Boil,0,51,0,104.4,47.3
"Peas and onions, frozen, unprepared",11,100,Roast,0,70,0,76.2,59.7
"Peas and onions, frozen, cooked, boiled, drained, without salt",11,100,Fry,0,45,0,83.2,38.6
"Peppers, sweet, green, frozen, chopped, unprepared",11,100,Boil,0,20,0,108.3,21
"Peppers, sweet, green, frozen, chopped, boiled, drained, without salt",11,100,Boil,0,18,0,102.1,18
"Peppers, sweet, green, sauteed",11,100,Steam,0,116,0,98,98.8
"Pigeonpeas, immature seeds, raw",11,100,Fry,0,136,0,80.8,123.1
"Potatoes, flesh and skin, raw",11,100,Boil,0,77,0,106.7,65.2
"Potatoes, russet, flesh and skin, raw (Includes foods for USDA's Food Distribution Program)",11,100,Boil,0,79,0,106.1,82.7
"Potatoes, white, flesh and skin, raw",11,100,Boil,0,69,0,107.8,60
"Potatoes, red, flesh and skin, raw",11,100,Roast,1,70,0,95.6,191.3
"Potatoes, Russet, flesh and skin, baked",11,100,Fry,0,95,0,81.9,80.3
"Potatoes, roasted, salt added in processing, frozen, unprepared",11,100,Boil,0,127,0,102.8,123.3
"Potatoes, raw, skin",11,100,Fry,1,58,0,99.2,188.3
"Potatoes, baked, flesh, without salt",11,100,Fry,1,93,0,97.3,194.6
"Potatoes, baked, skin, without salt",11,100,Steam,0,198,0,102.1,176.5
"Potatoes, microwaved, cooked in skin, skin, without salt",11,100,Steam,0,132,0,98.5,119.8
"Potatoes, hash brown, home-prepared",11,100,Boil,0,265,0,102.9,228.5
"Potatoes, mashed, home-prepared, whole milk and margarine added",11,100,Boil,0,113,0,103.2,120
"Potatoes, scalloped, home-prepared with butter",11,100,Boil,0,88,0,109.2,85
"Potatoes, mashed, dehydrated, granules without milk, dry form",11,100,Roast,1,372,0,98.1,443.5
"Potatoes, mashed, dehydrated, prepared from granules without milk, whole milk and butter added",11,100,Roast,0,108,0,83.1,95
"Potatoes, mashed, dehydrated, granules with milk, dry form",11,100,Fry,2,357,0,113.6,637.9
"Potatoes, mashed, dehydrated, prepared from granules with milk, water and margarine added",11,100,Roast,2,116,0,105.2,353
"Potatoes, hash brown, frozen, plain, unprepared",11,100,Roast,1,82,0,90.2,197.7
"Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil",11,100,Steam,0,219,0,103.5,225.7
"Potatoes, hash brown, frozen, with butter sauce, unprepared",11,100,Fry,0,135,0,81.2,118.1
"Potatoes, hash brown, frozen, with butter sauce, prepared",11,100,Roast,2,178,0,111.9,434.1
"Potato puffs, frozen, unprepared",11,100,Roast,1,178,0,90.2,313
"Potato puffs, frozen, oven-heated",11,100,Fry,2,192,0,115.7,478.4
"Potatoes, frozen, whole, cooked, boiled, drained, without salt",11,100,Fry,2,65,0,118.4,291.3
"Tomatoes, red, ripe, cooked",11,100,Steam,0,18,0,102.7,19.1
"Tomatoes, red, ripe, canned, packed in tomato juice",11,100,Roast,1,16,0,91,125.1
"Tomatoes, red, ripe, canned, stewed",11,100,Steam,0,26,0,99.4,22.2
"Tomatoes, red, ripe, canned, with green chilies",11,100,Fry,1,15,0,97.1,127.2
"Tomato products, canned, sauce",11,100,Roast,1,24,0,89.7,154.1
"Tomato products, canned, sauce, with mushrooms",11,100,Fry,0,35,0,80.8,32.7
"Tomato products, canned, sauce, with onions",11,100,Boil,0,42,0,105.3,36
"Tomato products, canned, sauce, with herbs and cheese",11,100,Roast,0,59,0,76.4,60.9
"Turnips, cooked, boiled, drained, without salt",11,100,Fry,2,22,0,116.5,241.1
"Turnips, frozen, unprepared",11,100,Steam,0,16,0,103.2,14.3
"Turnips, frozen, cooked, boiled, drained, without salt",11,100,Boil,0,23,0,101,20.8
"Turnip greens, raw",11,100,Roast,0,32,0,82.1,31.4
"Turnip greens and turnips, frozen, cooked, boiled, drained, without salt",11,100,Fry,2,35,0,110,299.3
"Vegetable juice cocktail, canned",11,100,Steam,0,22,0,100.8,18.9
"Vegetables, mixed, canned, solids and liquids",11,100,Fry,2,36,0,108.2,253.8
"Vegetables, mixed, canned, drained solids",11,100,Roast,2,49,0,107.4,269.7
"Waterchestnuts, chinese, (matai), raw",11,100,Fry,1,97,0,103.5,241.2
"Waterchestnuts, chinese, canned, solids and liquids",11,100,Roast,0,50,0,76.2,51.4
"Watercress, raw",11,100,Steam,0,11,0,97.9,9.6
"Waxgourd, (chinese preserving melon), raw",11,100,Fry,2,13,0,113.4,233.8
"Winged bean tuber, raw",11,100,Steam,0,148,0,102.4,136.3
"Yam, raw",11,100,Boil,0,118,0,108.5,115.2
"Yam, cooked, boiled, drained, or baked, without salt",11,100,Boil,0,116,0,106.2,122.7
"Yambean (jicama), raw",11,100,Boil,0,38,0,99.9,35.4
"Yambean (jicama), cooked, boiled, drained, without salt",11,100,Fry,2,38,0,118.1,283
"Chives, freeze-dried",11,100,Roast,2,311,0,109.1,491.6
"Dock, raw",11,100,Roast,2,22,0,103.7,298.8
"Dock, cooked, boiled, drained, without salt",11,100,Boil,0,20,0,99.9,17.8
"Eppaw, raw",11,100,Boil,0,150,0,109.1,153
"Beans, mung, mature seeds, sprouted, canned, drained solids",11,100,Steam,0,12,0,103.6,10.2
"Peppers, jalapeno, canned, solids and liquids",11,100,Fry,1,27,0,97,145.5
"Radishes, white icicle, raw",11,100,Boil,0,14,0,102.1,13.1
"Shallots, freeze-dried",11,100,Fry,0,348,0,87.6,318.9
"Sweet potato, canned, syrup pack, solids and liquids",11,100,Boil,0,89,0,107.5,85
"Sweet potato, canned, syrup pack, drained solids",11,100,Steam,0,108,0,102.8,100.4
"Tomato products, canned, sauce, spanish style",11,100,Steam,0,33,0,104.3,28.4
"Beans, pinto, mature seeds, sprouted, raw",11,100,Fry,2,62,0,107.6,336.4
"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt",11,100,Boil,0,22,0,100.7,20.9
"Sweet potato, cooked, candied, home-prepared",11,100,Steam,0,164,0,96.2,173.3
"Tomatoes, red, ripe, cooked, stewed",11,100,Steam,0,79,0,103.4,79.5
"Seaweed, agar, dried",11,100,Roast,0,306,0,82.2,297.4
"Seaweed, spirulina, raw",11,100,Steam,0,26,0,104.9,24.4
Potato pancakes,11,100,Boil,0,268,0,102.7,242.5
"Potatoes, baked, flesh and skin, without salt",11,100,Boil,0,93,0,102.8,81
"Potatoes, microwaved, cooked in skin, flesh and skin, without salt",11,100,Steam,0,105,0,100.1,94
"Radish seeds, sprouted, raw",11,100,Fry,0,43,0,85.2,45
"Tomatoes, yellow, raw",11,100,Steam,0,15,0,98,15.2
"Mushrooms, shiitake, cooked, with salt",11,100,Fry,2,56,0,113.5,302.9
"Okra, cooked, boiled, drained, with salt",11,100,Roast,0,22,0,79.2,18.4
"Okra, frozen, cooked, boiled, drained, with salt",11,100,Steam,0,29,0,100.9,26.8
"Onions, cooked, boiled, drained, with salt",11,100,Steam,0,42,0,100.8,39.4
"Onions, frozen, chopped, cooked, boiled, drained, with salt",11,100,Boil,0,26,0,108.3,22.9
"Peas, green, cooked, boiled, drained, with salt",11,100,Fry,0,84,0,89.2,83
"Peas, green, canned, no salt added, solids and liquids",11,100,Boil,0,53,0,106.8,55.2
"Peas, green, canned, no salt added, drained solids",11,100,Roast,2,69,0,109.8,291.7
"Peas, green, frozen, cooked, boiled, drained, with salt",11,100,Steam,0,78,0,97.8,65.3
"Peppers, hot chili, red, raw",11,100,Boil,0,40,0,107.1,39.4
"Peppers, hot chili, red, canned, excluding seeds, solids and liquids",11,100,Roast,0,21,0,79.9,22.2
"Peppers, sweet, red, raw",11,100,Steam,0,26,0,95.4,23.8
"Peppers, sweet, green, cooked, boiled, drained, with salt",11,100,Roast,1,26,0,91.2,151.2
"Peppers, sweet, red, cooked, boiled, drained, without salt",11,100,Steam,0,28,0,101.9,26.3
"Potatoes, baked, flesh and skin, with salt",11,100,Roast,1,93,0,94.2,223.3
"Potatoes, baked, flesh, with salt",11,100,Steam,0,93,0,95.9,85.5
"Potatoes, baked, skin only, with salt",11,100,Boil,0,198,0,101.8,175
"Potatoes, boiled, cooked in skin, flesh, with salt",11,100,Boil,0,87,0,104.3,77.9
"Potatoes, microwaved, cooked, in skin, skin with salt",11,100,Roast,2,132,0,105.4,382
"Potatoes, frozen, whole, cooked, boiled, drained, with salt",11,100,Roast,0,63,0,83.3,59
"Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heated in oven, with salt",11,100,Boil,0,218,0,103.8,208.2
"Potatoes, french fried, all types, salt not added in processing, frozen, oven-heated",11,100,Boil,0,168,0,104.8,162.1
"Pumpkin, flowers, cooked, boiled, drained, with salt",11,100,Boil,0,15,0,106.3,14.9
"Pumpkin leaves, cooked, boiled, drained, with salt",11,100,Fry,1,21,0,100.4,162
"Purslane, cooked, boiled, drained, with salt",11,100,Fry,0,18,0,83.1,18.3
"Radishes, oriental, cooked, boiled, drained, with salt",11,100,Roast,2,17,0,108.8,296.5
"Spinach, canned, no salt added, solids and liquids",11,100,Fry,0,19,0,86.2,16.9
"Spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt",11,100,Fry,0,34,0,80.9,29.2
"Squash, summer, all varieties, cooked, boiled, drained, with salt",11,100,Fry,1,20,0,98.1,145.5
"Squash, summer, crookneck and straightneck, cooked, boiled, drained, with salt",11,100,Boil,0,19,0,108.6,15.9
"Squash, winter, all varieties, cooked, baked, with salt",11,100,Boil,0,37,0,108.6,31.8
"Squash, winter, acorn, cooked, baked, with salt",11,100,Boil,0,56,0,109.4,53.8
"Squash, winter, acorn, cooked, boiled, mashed, with salt",11,100,Steam,0,34,0,95.5,33.9
"Squash, winter, butternut, cooked, baked, with salt",11,100,Roast,1,40,0,97.5,171.9
"Succotash, (corn and limas), frozen, cooked, boiled, drained, with salt",11,100,Roast,1,93,0,90,197.5
"Water convolvulus, cooked, boiled, drained, with salt",11,100,Boil,0,20,0,102.6,18.7
"Sweet potato leaves, cooked, steamed, with salt",11,100,Boil,0,35,0,106.4,32.2
"Sweet potato, cooked, baked in skin, flesh, with salt",11,100,Roast,2,90,0,108.5,364.8
"Taro, shoots, cooked, with salt",11,100,Roast,1,14,0,92.7,138.1
"Taro, tahitian, cooked, with salt",11,100,Fry,1,44,0,103.9,149.1
"Tomatoes, red, ripe, cooked, with salt",11,100,Steam,0,18,0,101.4,18.9
"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",11,100,Boil,0,16,0,105,15.2
"Turnip greens, cooked, boiled, drained, with salt",11,100,Steam,0,20,0,96.1,17.5
"Turnip greens, frozen, cooked, boiled, drained, with salt",11,100,Boil,0,29,0,109.8,25.3
"Turnip greens and turnips, frozen, cooked, boiled, drained, with salt",11,100,Steam,0,34,0,97.6,29.8
"Vegetables, mixed, frozen, cooked, boiled, drained, with salt",11,100,Roast,1,60,0,90.8,201.9
"Mushrooms, portabella, exposed to ultraviolet light, raw",11,100,Steam,0,22,0,101.9,21.6
"Seeds, breadfruit seeds, raw",12,100,Boil,0,191,0,108.6,168.3
"Seeds, breadfruit seeds, boiled",12,100,Roast,2,168,0,113,366.1
"Seeds, cottonseed flour, low fat (glandless)",12,100,Boil,0,332,0,106.1,280.1
"Seeds, cottonseed meal, partially defatted (glandless)",12,100,Steam,0,367,0,97.7,307.8
"Seeds, hemp seed, hulled",12,100,Steam,0,553,0,101.9,551.8
"Seeds, lotus seeds, dried",12,100,Steam,0,332,0,99.4,288.7
"Seeds, sesame seeds, whole, dried",12,100,Roast,2,573,0,105.9,799.9
"Seeds, sesame seeds, whole, roasted and toasted",12,100,Boil,0,565,0,101.4,504.9
"Seeds, sesame seed kernels, toasted, without salt added (decorticated)",12,100,Roast,1,567,0,95.5,731.3
"Seeds, sesame flour, partially defatted",12,100,Roast,0,382,0,81.5,379
"Seeds, sunflower seed kernels, toasted, without salt",12,100,Roast,0,619,0,77.8,588.8
"Seeds, sunflower seed butter, without salt",12,100,Roast,0,617,0,77,549.7
"Seeds, sunflower seed flour, partially defatted",12,100,Fry,0,326,0,87.4,328.3
"Nuts, acorns, raw",12,100,Steam,0,387,0,101.5,395.5
"Nuts, almonds, dry roasted, without salt added",12,100,Boil,0,598,0,107.8,539
"Nuts, almonds, oil roasted, without salt added",12,100,Boil,0,607,0,110.1,523.3
"Nuts, almond paste",12,100,Fry,2,458,0,111.6,687.7
"Nuts, beechnuts, dried",12,100,Boil,0,576,0,100.7,517.7
"Nuts, cashew nuts, raw",12,100,Fry,0,553,0,84,516
"Nuts, cashew butter, plain, without salt added",12,100,Boil,0,587,0,106.2,544.4
"Nuts, chestnuts, chinese, raw",12,100,Boil,0,224,0,100.7,215.1
"Nuts, chestnuts, chinese, dried",12,100,Steam,0,363,0,102.5,312.9
"Nuts, chestnuts, chinese, boiled and steamed",12,100,Steam,0,153,0,99.1,158.8
"Nuts, chestnuts, european, dried, peeled",12,100,Roast,0,369,0,80.8,353.5
"Nuts, chestnuts, european, boiled and steamed",12,100,Boil,0,131,0,108.3,126
"Nuts, coconut meat, raw",12,100,Steam,0,354,0,98.9,357.1
"Nuts, coconut meat, dried (desiccated), not sweetened",12,100,Fry,1,660,0,99.4,795.8
"Nuts, coconut cream, canned, sweetened",12,100,Boil,0,357,0,105.3,343.6
"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",12,100,Roast,0,230,0,81.7,197.2
"Nuts, coconut milk, canned (liquid expressed from grated meat and water)",12,100,Roast,1,197,0,92.3,319.4
"Nuts, coconut water (liquid from coconuts)",12,100,Boil,0,19,0,107.3,18.7
"Nuts, ginkgo nuts, dried",12,100,Roast,2,348,0,107.3,565.6
"Nuts, ginkgo nuts, canned",12,100,Roast,2,111,0,111,337
"Nuts, hickorynuts, dried",12,100,Boil,0,657,0,110.2,696.6
"Nuts, macadamia nuts, raw",12,100,Steam,0,718,0,95.1,700.7
"Nuts, macadamia nuts, dry roasted, without salt added",12,100,Fry,0,718,0,84,615.7
"Nuts, formulated, wheat-based, unflavored, with salt added",12,100,Boil,0,622,0,103.4,612.1
"Nuts, mixed nuts, dry roasted, with peanuts, salt added, CHOSEN ROASTER",12,100,Roast,0,608,0,80.1,632.9
"Nuts, pecans",12,100,Steam,0,691,0,100.5,702.9
"Nuts, pecans, dry roasted, without salt added",12,100,Boil,0,710,0,108.8,615.7
"Nuts, pistachio nuts, raw",12,100,Roast,2,560,0,104.3,875.3
"Nuts, pistachio nuts, dry roasted, without salt added",12,100,Roast,0,572,0,83.3,493.4
"Nuts, walnuts, black, dried",12,100,Fry,0,619,0,87.3,641.3
"Nuts, walnuts, english",12,100,Roast,2,654,0,103.9,862.4
"Seeds, pumpkin and squash seeds, whole, roasted, without salt",12,100,Boil,0,446,0,105.1,463.8
"Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",12,100,Steam,0,595,0,97.6,598.8
"Nuts, chestnuts, european, roasted",12,100,Boil,0,245,0,102.9,260
"Seeds, sesame butter, paste",12,100,Roast,1,586,0,93,653.5
"Seeds, sesame flour, high-fat",12,100,Fry,2,526,0,108,763.7
"Beef, variety meats and by-products, suet, raw",13,100,Pan-Sear,2,854,0,108.2,1152.1
"Beef, variety meats and by-products, thymus, raw",13,100,Fry,1,236,0,102.5,356.3
"Beef, variety meats and by-products, thymus, cooked, braised",13,100,Roast,2,319,0,109.7,598.7
"Beef, variety meats and by-products, tongue, raw",13,100,Fry,2,224,0,107.5,517.4
"Beef, cured, breakfast strips, raw or unheated",13,100,Fry,2,406,0,110.6,566.9
"Beef, cured, breakfast strips, cooked",13,100,Pan-Sear,0,449,0,87,471.7
"Beef, cured, corned beef, brisket, raw",13,100,Roast,2,198,0,106.4,437.3
"Beef, cured, corned beef, brisket, cooked",13,100,Roast,2,251,0,103.2,501.7
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",13,100,Roast,1,228,0,89.5,315.2
"Beef, cured, luncheon meat, jellied",7,100,Steam,0,111,0,97.6,111.2
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, cooked, grilled",13,100,Fry,0,209,0,86.2,201
"Beef, cured, pastrami",7,100,Fry,0,147,0,85.2,136.5
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, all grades, raw",13,100,Fry,0,170,0,84.4,158.8
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, choice, cooked",13,100,Pan-Sear,2,233,0,107.6,516.3
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, cooked",13,100,Pan-Sear,2,203,0,116.8,489.8
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",13,100,Pan-Sear,0,203,0,82.3,176.4
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, choice, cooked",13,100,Roast,1,206,0,92.4,314.4
"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",13,100,Pan-Sear,2,205,0,109.9,458.8
"Beef, brisket, point half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",13,100,Fry,2,358,0,117.3,595.8
"Beef, brisket, point half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",13,100,Fry,2,244,0,112.6,539.3
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",13,100,Roast,2,297,0,102.9,485.4
"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",13,100,Roast,2,288,0,110.9,500.2
"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",13,100,Fry,0,253,0,82,224.6
"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",13,100,Roast,1,231,0,91.7,316.9
"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",13,100,Fry,0,216,0,83.9,222.4
"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, select, cooked, roasted",13,100,Roast,1,220,0,95.7,300.5
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",13,100,Roast,2,249,0,112.7,489.7
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",13,100,Roast,0,312,0,83.5,276
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",13,100,Fry,2,285,0,107.6,528.9
"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",13,100,Roast,2,187,0,113,447.4
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",13,100,Roast,1,230,0,94.3,310.8
"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",13,100,Roast,0,199,0,78.4,180.7
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",13,100,Fry,1,217,0,97.6,334.5
"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, select, cooked, braised",13,100,Fry,0,206,0,88.5,177.9
"Beef, round, bottom round roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",13,100,Fry,0,169,0,87.8,148.7
"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",13,100,Fry,0,167,0,87.5,158.7
"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",13,100,Fry,2,171,0,112.5,462.5
"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",13,100,Fry,0,188,0,82.8,166.8
"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",13,100,Roast,1,196,0,93.8,334.4
"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",13,100,Roast,2,181,0,110.2,421.2
"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",13,100,Roast,0,174,0,77.5,162
"Beef, round, top round, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",13,100,Roast,2,200,0,108.8,392.5
"Beef, round, top round, separable lean only, trimmed to 0"" fat, choice, cooked, braised",13,100,Pan-Sear,1,207,0,101,359.6
"Beef, round, top round, separable lean only, trimmed to 0"" fat, select, cooked, braised",13,100,Fry,0,190,0,84.2,183.5
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",13,100,Pan-Sear,1,211,0,100.9,331.8
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",13,100,Roast,0,217,0,78.4,215.6
"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",13,100,Fry,1,223,0,102.6,345.1
"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",13,100,Pan-Sear,2,233,0,115.5,479.9
"Puddings, banana, dry mix, regular, with added oil",19,100,Boil,0,387,0,109,409.3
"Puddings, lemon, dry mix, regular, with added oil, potassium, sodium",19,100,Steam,0,366,0,100.8,328.3
"Puddings, tapioca, dry mix, with no added salt",19,100,Steam,0,369,0,103.9,355.7
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor, unenriched",23,100,Fry,1,558,0,98.3,720.3
"Snacks, corn-based, extruded, chips, barbecue-flavor, made with enriched masa flour",23,100,Steam,0,523,0,98.2,553.9
"Snacks, popcorn, air-popped (Unsalted)",23,100,Fry,1,382,0,101.5,533
"Snacks, popcorn, oil-popped, white popcorn, salt added",23,100,Roast,2,500,0,104.4,717.1
"Snacks, potato chips, plain, made with partially hydrogenated soybean oil, salted",23,100,Fry,0,536,0,81.5,487
"Snacks, pretzels, hard, plain, made with enriched flour, unsalted",23,100,Boil,0,381,0,104.3,400.9
"Snacks, rice cakes, brown rice, plain, unsalted",23,100,Fry,2,387,0,113.3,631.8
"Snacks, rice cakes, brown rice, buckwheat, unsalted",23,100,Fry,0,380,0,88,365.9
"Snacks, rice cakes, brown rice, multigrain, unsalted",23,100,Fry,1,387,0,95.1,469.5
"Potato chips, without salt, reduced fat",23,100,Boil,0,487,0,105.6,492.6
"Snacks, tortilla chips, low fat, unsalted",23,100,Fry,1,416,0,96,469.7
"Frozen novelties, juice type, POPSICLE SCRIBBLERS",19,100,Roast,1,81,0,97.2,218.1
"Snacks, tortilla chips, nacho-flavor, made with enriched masa flour",23,100,Boil,0,511,0,100.1,480.8
"Sweeteners, tabletop, sucralose, SPLENDA packets",19,100,Boil,0,336,0,102.9,300.6
"Frozen novelties, No Sugar Added, FUDGSICLE pops",19,100,Boil,0,124,0,106.9,104.4
"Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops",19,100,Roast,0,21,0,83,20.6
"Frozen novelties, KLONDIKE, SLIM-A-BEAR Fudge Bar, 98% fat free, no sugar added",19,100,Steam,0,124,0,96,122
"Ice creams, BREYERS, All Natural Light Vanilla",19,100,Boil,0,162,0,101.4,163.5
"Ice creams, BREYERS, No Sugar Added, Butter Pecan",19,100,Steam,0,180,0,99.4,178.8
"Ice creams, BREYERS, No Sugar Added, French Vanilla",19,100,Steam,0,154,0,99,138.2
"Ice creams, BREYERS, No Sugar Added, Vanilla",19,100,Fry,1,143,0,98.6,249.1
"Ice creams, BREYERS, No Sugar Added, Vanilla Fudge Twirl",19,100,Steam,0,153,0,96,162.2
"Frozen novelties, No Sugar Added CREAMSICLE Pops",19,100,Boil,0,72,0,103.6,67
"Frozen novelties, Sugar Free, CREAMSICLE Pops",19,100,Boil,0,49,0,108.2,45.3
"Ice creams, BREYERS, All Natural Light French Chocolate",19,100,Fry,0,201,0,83.6,196.5
"Ice creams, BREYERS, 98% Fat Free Chocolate",19,100,Boil,0,136,0,101,137.6
"Ice creams, regular, low carbohydrate, chocolate",19,100,Fry,0,237,0,85.3,228.4
"Chocolate, dark, 45- 59% cacao solids",19,100,Fry,1,546,0,100.1,587.9
"Chocolate, dark, 60-69% cacao solids",19,100,Roast,1,579,0,96.6,726.8
"Chocolate, dark, 70-85% cacao solids",19,100,Steam,0,598,0,95.1,523.6
"Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)",19,100,Roast,2,550,0,112.2,698.7
"Candies, crispy bar with peanut butter filling",19,100,Fry,0,542,0,86,539.7
"Syrup, maple, Canadian",19,100,Steam,0,270,0,98.2,250.5
"Sweetener, syrup, agave",19,100,Boil,0,310,0,104,276.4
"Candies, NESTLE, BUTTERFINGER Crisp",19,100,Boil,0,465,0,107.2,436.6
"Candies, fruit snacks, with high vitamin C",19,100,Roast,1,352,0,96,454.2
